Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
fmri_ugdg_notes,fmri_checklist,,notes,UGDG Notes,,,,,,,[fmri_taskorder] = '0' and [fmri_doorsa_yn] = '1' or [fmri_taskorder] = '2'  or [fmri_taskorder] = '1' and [fmri_doorsb_yn] = '1' or [fmri_taskorder] = '3' ,,,,,,
fmri_ugdg_quality,fmri_checklist,,radio,UGDG Motion/Quality:,"0, Poor/ Invalid | 1, Fair/Questionable | 2, Good/ Valid",,,,,,[fmri_taskorder] = '0' and [fmri_doorsa_yn] = '1' or [fmri_taskorder] = '2'  or [fmri_taskorder] = '1' and [fmri_doorsb_yn] = '1' or [fmri_taskorder] = '3' ,y,,,,,
fmri_ugdg_notes_2,fmri_checklist,,text,UGDG MISSED,,"number of trials missed in each run <p> example run0: 15, run1:2",,,,,[fmri_taskorder] = '0' and [fmri_doorsa_yn] = '1' or [fmri_taskorder] = '2'  or [fmri_taskorder] = '1' and [fmri_doorsb_yn] = '1' or [fmri_taskorder] = '3' ,,,,,,
fmri_neuromelanin_skip,fmri_checklist,Neuromelanin,descriptive,"<div class=""rich-text-field-label""><h1 style=""text-align: center;""><span style=""background-color: #ff0000;"">Skip Neuromelanin</span></h1></div>",,,,,,,([fmri_taskorder] = '0' or [fmri_taskorder] = '1' and [fmri_ugdg1_minute] >='78' or [fmri_ugdg0_minute] >='78')  or  ([fmri_taskorder] = '2' or [fmri_taskorder] = '3' and [fmri_mid1_minute] >='78' or [fmri_mid0_minute] >='78'),,,,,,
fmri_neuromelanin_yn,fmri_checklist,,radio,Neuromelanin Complete?,"0, No | 1, Yes",Participant can relax and close eyes,,,,,"[appointment_2_arm_1][fmri_taskorder]=""0"" and [appointment_2_arm_1][fmri_ugdg_yn]<>""""  or [appointment_2_arm_1][fmri_taskorder]=""1"" and [appointment_2_arm_1][fmri_ugdg_yn]<>""""  or [appointment_2_arm_1][fmri_taskorder]=""2"" and [appointment_2_arm_1][fmri_mid_yn]<>""""  or [appointment_2_arm_1][fmri_taskorder]=""3"" and [appointment_2_arm_1][fmri_mid_yn]<>""""",,,,,,
fmri_deletepic,fmri_checklist,,radio,"<div class=""rich-text-field-label""><p>Delete friend photo</p> <ol> <li>Shared Reward folder</li> <li>downloads</li> <li>Recycling Bin</li> </ol></div>","0, No | 1, Yes",,,,,,[fmri_motion] >= '0',y,,,,,
fmri_departure_time,fmri_checklist,,text,End time,,,time,,,,"[appointment_2_arm_1][fmri_start_time]<>""""",y,,,,,
fmri_save,fmri_checklist,,descriptive,"<div class=""rich-text-field-label""><p style=""text-align: center;""><span style=""background-color: #ffff00;"">Press 'SAVE & STAY' NOW</span></p></div>",,,,,,,,,,,,,
fmri_motion,fmri_checklist,SCAN EVALUATION,radio,Overall fMRI Scan Motion,"0, Poor/ Invalid | 1, Fair/Questionable | 2, Good/ Valid",,,,,,,y,,,,,
fmri_deviations,fmri_checklist,,notes,Protocal Deviations ANYTHING,,,,,,,[fmri_motion] >= '0',y,,,,,
fmri_equipment_issues,fmri_checklist,,notes,Any Equipment Issues:,,,,,,,,y,,,,,
fmri_push,fmri_checklist,,radio,"<div class=""rich-text-field-label""><p><span style=""background-color: #ffff00;"">PUSH TO GIT HUB</span></p> <p><span style=""font-weight: 400;"">COMMENT: ""adding [screening_process_arm_1][participant_id] fmri scan tasks""</span><span style=""font-weight: 400;""> </span></p></div>","0, No | 1, Yes",,,,,,[fmri_motion] >= '0',y,,,,,
fmri_nextsteps,fmri_checklist,,descriptive,Lead: continue checklist <p> Testing Room person:  take P to complete the post scan memory task & debriefing questions,,,,,,,[fmri_motion] >= '0',,,,,,
fmri_scannotes,fmri_checklist,,notes,Notes about Overall Scan Session,,,,,,,,y,,,,,
fmri_tasknotes,fmri_checklist,,notes,Overall Task Notes,,,,,,,[fmri_motion] >= '0',y,,,,,
fmri_engage,fmri_checklist,,radio,Overall Engagement,"1, 1 | 2 ,2| 3, 3| 4, 4| 5, 5| 6, 6| 7, 7| 8, 8 | 9, 9 | 10, 10",,,,,,[fmri_motion] >= '0',y,RH,,,,
fmri_compliance,fmri_checklist,,radio,Overall Compliance,"1, 1 | 2 ,2| 3, 3| 4, 4| 5, 5| 6, 6| 7, 7| 8, 8 | 9, 9 | 10, 10",,,,,,[fmri_motion] >= '0',y,RH,,,,
fmri_negaff,fmri_checklist,,radio,Overall Task Related Negative Affect,"1, 1 | 2 ,2| 3, 3| 4, 4| 5, 5| 6, 6| 7, 7| 8, 8 | 9, 9 | 10, 10",,,,,,[fmri_motion] >= '0',y,RH,,,,
fmri_affect_notes,fmri_checklist,,notes,Overall Notes on subject affect,,,,,,,[fmri_motion] >= '0',y,,,,,
fmri_visit_time,fmri_checklist,,calc,Total Visit time (not including setup),"datediff([fmri_departure_time],[fmri_start_time],""m"",""hm"",false)",,,,,,"[appointment_2_arm_1][fmri_start_time]<>""""",y,,,,,
fmri_xnat,fmri_checklist,POST SCAN <p>Scanning computer,radio,Export files to XNAT?,"0, No | 1, Yes",,,,,,[fmri_motion] >= '0',y,,,,,
fmri_smithserver,fmri_checklist,,radio,Transfer XNAT to Smith Server Projects Folder?,"0, No | 1, Yes",,,,,,[fmri_motion] >= '0',y,,,,,
fmri_transfer_complete,fmri_checklist,,radio,Were all the scans there?,"0, No | 1, Yes",should be X files,,,,,[fmri_motion] >= '0',y,,,,,
fmri_transfer_note,fmri_checklist,,notes,Explain which files are missing and why: ,,,,,,,[fmri_motion] >= '0'  and [fmri_transfer_complete] = '0',y,,,,,
debrief_engage,postscan_questionnaires,,radio,Rate how engaged you were during the tasks:,"0, Not Engaged| 1,Somewhat Engaged | 2, Strongly Engaged",,,,,,,,,,,,
debrief_tactic,postscan_questionnaires,,radio,"During the experiment, did you want to seem fair to your partner, or were you trying to make as much money as you could?","0, Tried to be fair. | 1, Make as much money as possible.",,,,,,,,,,,,
debrief_sharefair,postscan_questionnaires,,radio,"Suppose you are given $6 and you decide how much to share with another person.
What would your partner consider a fair split?","0, $0 |1,$1|2,$2|3,$3|4,$4|5,$5 |6,$6",,,,,,,,RH,,,,
debrief_sharegreatest,postscan_questionnaires,,radio,"Suppose you are given $6 and you decide how much to share with another person.
How much should you offer to make as much money as possible?","0, $0 |1,$1|2,$2|3,$3|4,$4|5,$5 |6,$6",,,,,,,,RH,,,,
debrief_rejectgreatest,postscan_questionnaires,,radio,"Suppose you are given $6 and you decide how much to share with another person. They could accept or reject your offer. If they reject your offer, you must return the money back to the experimenter.
How much should you offer to make as much money as possible?","0, $0 |1,$1|2,$2|3,$3|4,$4|5,$5 |6,$6",,,,,,,,RH,,,,
debrief_rejectfair,postscan_questionnaires,,radio,"Suppose you are given $6 and you decide how much to share with another person. They could accept or reject your offer. If they reject your offer, you must return the money back to the experimenter.
What would your partner consider a fair offer?","0, $0 |1,$1|2,$2|3,$3|4,$4|5,$5 |6,$6",,,,,,,,RH,,,,
debrief_belief_inst,postscan_questionnaires,Please select a number for each statement on the following scale 1-10,descriptive,1= Very true <p> 10=not true at all,,,,,,,,,,,,,
debrief_belief_friend,postscan_questionnaires,,radio,I believed I was playing with my friend and the other person.,"1, 1 (very true)| 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 (not true at all)",,,,,,,,RH,,,,
debrief_belief_oldps,postscan_questionnaires,,radio,I believed I was playing with people who had done the study before.,"1, 1 (very true)| 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 (not true at all)",,,,,,,,RH,,,,
debrief_belief_easy,postscan_questionnaires,,radio,The games were easy for me.,"1, 1 (very true)| 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 (not true at all)",,,,,,,,RH,,,,
debrief_belief_hard,postscan_questionnaires,,radio,The games were difficult for me.,"1, 1 (very true)| 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 (not true at all)",,,,,,,,RH,,,,
debrief_belief_bonus,postscan_questionnaires,,radio,I felt like I earned my bonus.,"1, 1 (very true)| 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 (not true at all)",,,,,,,,RH,,,,
debrief_belief_real,postscan_questionnaires,,radio,The games seemed real to me.,"1, 1 (very true)| 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 (not true at all)",,,,,,,,RH,,,,
debrief_angry,postscan_questionnaires,Please select any words that correspond with how you felt while playing the following games:,checkbox,Angry,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_irritated,postscan_questionnaires,,checkbox,Irritated,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_tense,postscan_questionnaires,,checkbox,Tense,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_annoyed,postscan_questionnaires,,checkbox,Annoyed,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_frustrated,postscan_questionnaires,,checkbox,Frustrated,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_irate,postscan_questionnaires,,checkbox,Irate,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_mad,postscan_questionnaires,,checkbox,Mad,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_sad,postscan_questionnaires,,checkbox,Sad,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_neutral,postscan_questionnaires,,checkbox,Neutral,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_noemotion,postscan_questionnaires,,checkbox,No Emotion,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_confused,postscan_questionnaires,,checkbox,Confused,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_unsure,postscan_questionnaires,,checkbox,Unsure,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_indifferent,postscan_questionnaires,,checkbox,Indifferent,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_bored,postscan_questionnaires,,checkbox,Bored,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_disinterested,postscan_questionnaires,,checkbox,Disinterested,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_surprised,postscan_questionnaires,,checkbox,Surprised,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_content,postscan_questionnaires,,checkbox,Content,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_happy,postscan_questionnaires,,checkbox,Happy,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_helpful,postscan_questionnaires,,checkbox,Helpful,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_joyful,postscan_questionnaires,,checkbox,Joyful,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_hopeful,postscan_questionnaires,,checkbox,Hopeful,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_peaceful,postscan_questionnaires,,checkbox,Peaceful,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_great,postscan_questionnaires,,checkbox,Great,"0, Target Game | 1, Card Guessing Game | 3, Picture Game | 4, Let's Make a Deal Game",,,,,,,,,,gamefeelings,,
debrief_strategy_mid,postscan_questionnaires,Can you describe the strategy you used for each game?,notes,Target Game,,,,,,,,,,,,,
debrief_strategy_sr,postscan_questionnaires,,notes,Card Guessing Game,,,,,,,,,,,,,
debrief_strategy_doors,postscan_questionnaires,,notes,Picture Game,,,,,,,,,,,,,
debrief_strategy_ugdg,postscan_questionnaires,,notes,Let's Make a Deal Game,,,,,,,,,,,,,
sd_inst,postscan_questionnaires,The following questions ask about your experience with the Picture game in the scanner: ,descriptive,,,,,,,,,,,,,,
sd_feel_2,postscan_questionnaires,,radio,The social faces task made me feel:,"0, 0 (scared)| 1, 1 | 2,2 |3,3 |4,4 |5,5 |6,6 |7,7 |8,8 |9,9 |10,10 (relaxed)",,,,,,,,,,sd_debriefing_interview_2,,
sd_feel_3,postscan_questionnaires,,radio,The social faces task made me feel:,"0, 0 (sad) | 1, 1 | 2,2 |3,3 |4,4 |5,5 |6,6 |7,7 |8,8 |9,9 |10,10 (happy)",,,,,,,,,,sd_debriefing_interview_3,,
sd_bored,postscan_questionnaires,,radio,How bored do you feel?,"0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,,,sd_debriefing_interview_4,,
sd_angry,postscan_questionnaires,,radio,How angry do you feel?,"0, 0 (not at all) | 1, 1 | 2,2 |3,3 |4,4 |5,5 |6,6 |7,7 |8,8 |9,9 |10,10 (very)",,,,,,,,,,sd_debriefing_interview_5,,
sd_happy,postscan_questionnaires,,radio,How happy do you feel?,"0, 0 (not at all) | 1, 1 | 2,2 |3,3 |4,4 |5,5 |6,6 |7,7 |8,8 |9,9 |10,10 (very)",,,,,,,,,,sd_debriefing_interview_6,,
sd_tired,postscan_questionnaires,,radio,How tired do you feel?,"0, 0 (not at all) | 1, 1 | 2,2 |3,3 |4,4 |5,5 |6,6 |7,7 |8,8 |9,9 |10,10 (very)",,,,,,,,,,sd_debriefing_interview_7,,
d_win_happy,postscan_questionnaires,,radio,"When you saw that you won money from a door, how happy/excited did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
d_win_surprised,postscan_questionnaires,,radio,"When you saw that you won money from a door, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
d_loss_upset,postscan_questionnaires,,radio,"When you saw that you lost money from a door, how upset/disappointed did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
d_loss_surprised,postscan_questionnaires,,radio,"When you saw that you lost money from a door, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_liked_happy,postscan_questionnaires,,radio,"When you saw that someone liked you based on your photo, how happy/excited did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_liked_surprised,postscan_questionnaires,,radio,"When you saw that someone liked you based on your photo, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_disliked_upset,postscan_questionnaires,,radio,"When you saw that someone disliked you based on your photo, how disappointed/upset did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_disliked_surprised,postscan_questionnaires,,radio,"When you saw that someone disliked you based on your photo, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_liked_happy_samegender,postscan_questionnaires,,radio,"When you saw that someone from your own gender liked you based on your photo, how happy/excited did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_liked_surprised_samegender,postscan_questionnaires,,radio,"When you saw that someone from your own gender liked you based on your photo, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_disliked_upset_samegender,postscan_questionnaires,,radio,"When you saw that someone from your own gender disliked you based on your photo, how disappointed/upset did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_disliked_surprised_samegender,postscan_questionnaires,,radio,"When you saw that someone from your own gender disliked you based on your photo, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_liked_happy_othergender,postscan_questionnaires,,radio,"When you saw that someone from a different/another gender liked you based on your photo, how happy/excited did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_liked_surprised_othergender,postscan_questionnaires,,radio,"When you saw that someone from a different/another gender liked you based on your photo, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_disliked_upset_othergender,postscan_questionnaires,,radio,"When you saw that someone from a different/another gender disliked you based on your photo, how disappointed/upset did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_disliked_surprised_othergender,postscan_questionnaires,,radio,"When you saw that someone from a different/another gender disliked you based on your photo, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_liked_happy_samerace,postscan_questionnaires,,radio,"When you saw that someone from your own race liked you based on your photo, how happy/excited did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_liked_surprised_samerace,postscan_questionnaires,,radio,"When you saw that someone from your own race liked you based on your photo, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_disliked_upset_samerace,postscan_questionnaires,,radio,"When you saw that someone from your own race disliked you based on your photo, how disappointed/upset did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_disliked_surprised_samerace,postscan_questionnaires,,radio,"When you saw that someone from your own race disliked you based on your photo, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_liked_happy_otherrace,postscan_questionnaires,,radio,"When you saw that someone from a different/another race liked you based on your photo, how happy/excited did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_liked_surprised_otherrace,postscan_questionnaires,,radio,"When you saw that someone from a different/another race liked you based on your photo, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_disliked_upset_otherrace,postscan_questionnaires,,radio,"When you saw that someone from a different/another race disliked you based on your photo, how disappointed/upset did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
sd_disliked_surprised_otherrace,postscan_questionnaires,,radio,"When you saw that someone from a different/another race disliked you based on your photo, how surprised did you feel? ","0, 0 (not at all) | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 very)",,,,,,,,RH,,,,
